LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
KOR,TRADEGOODSERV,EXP,MLN_USD,A,2018,687486.787,
KOR,TRADEGOODSERV,EXP,MLN_USD,A,2019,689125.317,
KOR,TRADEGOODSERV,EXP,MLN_USD,A,2020,676434.775,P
LUX,TRADEGOODSERV,EXP,MLN_USD,A,2017,121081.081,
LUX,TRADEGOODSERV,EXP,MLN_USD,A,2018,125418.67,
LUX,TRADEGOODSERV,EXP,MLN_USD,A,2019,132682.367,
LUX,TRADEGOODSERV,EXP,MLN_USD,A,2020,134344.311,
LUX,TRADEGOODSERV,EXP,MLN_USD,A,2021,147432.01,
MEX,TRADEGOODSERV,EXP,MLN_USD,A,2017,436522.74,
MEX,TRADEGOODSERV,EXP,MLN_USD,A,2018,462730.193,
MEX,TRADEGOODSERV,EXP,MLN_USD,A,2019,469527.68,P
MEX,TRADEGOODSERV,EXP,MLN_USD,A,2020,435288.462,P
NLD,TRADEGOODSERV,EXP,MLN_USD,A,2017,685188.419,
NLD,TRADEGOODSERV,EXP,MLN_USD,A,2018,714859.921,
NLD,TRADEGOODSERV,EXP,MLN_USD,A,2019,729013.393,
NLD,TRADEGOODSERV,EXP,MLN_USD,A,2020,693798.808,P
NLD,TRADEGOODSERV,EXP,MLN_USD,A,2021,742274.631,P
NZL,TRADEGOODSERV,EXP,MLN_USD,A,2017,52167.176,
NZL,TRADEGOODSERV,EXP,MLN_USD,A,2018,53645.023,P
NZL,TRADEGOODSERV,EXP,MLN_USD,A,2019,53511.744,E
NZL,TRADEGOODSERV,EXP,MLN_USD,A,2020,44076.942,E
NOR,TRADEGOODSERV,EXP,MLN_USD,A,2017,149899.184,
NOR,TRADEGOODSERV,EXP,MLN_USD,A,2018,148064.772,
NOR,TRADEGOODSERV,EXP,MLN_USD,A,2019,149749.261,
NOR,TRADEGOODSERV,EXP,MLN_USD,A,2020,147915.098,
NOR,TRADEGOODSERV,EXP,MLN_USD,A,2021,154960.959,
POL,TRADEGOODSERV,EXP,MLN_USD,A,2017,280973.604,
POL,TRADEGOODSERV,EXP,MLN_USD,A,2018,300499.005,
POL,TRADEGOODSERV,EXP,MLN_USD,A,2019,316100.544,
POL,TRADEGOODSERV,EXP,MLN_USD,A,2020,316520.493,
POL,TRADEGOODSERV,EXP,MLN_USD,A,2021,354407.481,
PRT,TRADEGOODSERV,EXP,MLN_USD,A,2017,91681.08,
PRT,TRADEGOODSERV,EXP,MLN_USD,A,2018,95470.644,
PRT,TRADEGOODSERV,EXP,MLN_USD,A,2019,99361.347,
PRT,TRADEGOODSERV,EXP,MLN_USD,A,2020,80843.933,P
PRT,TRADEGOODSERV,EXP,MLN_USD,A,2021,91412.793,P
SVK,TRADEGOODSERV,EXP,MLN_USD,A,2017,88679.615,
SVK,TRADEGOODSERV,EXP,MLN_USD,A,2018,93199.241,
SVK,TRADEGOODSERV,EXP,MLN_USD,A,2019,93939.933,
SVK,TRADEGOODSERV,EXP,MLN_USD,A,2020,87102.336,
SVK,TRADEGOODSERV,EXP,MLN_USD,A,2021,96013.907,
ESP,TRADEGOODSERV,EXP,MLN_USD,A,2017,446980.582,
ESP,TRADEGOODSERV,EXP,MLN_USD,A,2018,454702.792,
ESP,TRADEGOODSERV,EXP,MLN_USD,A,2019,465943.267,P
ESP,TRADEGOODSERV,EXP,MLN_USD,A,2020,372069.6,P
ESP,TRADEGOODSERV,EXP,MLN_USD,A,2021,422087.551,P
SWE,TRADEGOODSERV,EXP,MLN_USD,A,2017,235725.61,
SWE,TRADEGOODSERV,EXP,MLN_USD,A,2018,245736.824,
SWE,TRADEGOODSERV,EXP,MLN_USD,A,2019,260417.125,
SWE,TRADEGOODSERV,EXP,MLN_USD,A,2020,248462.306,
SWE,TRADEGOODSERV,EXP,MLN_USD,A,2021,267062.064,
CHE,TRADEGOODSERV,EXP,MLN_USD,A,2017,465088.782,
CHE,TRADEGOODSERV,EXP,MLN_USD,A,2018,480588.813,
CHE,TRADEGOODSERV,EXP,MLN_USD,A,2019,476830.784,
CHE,TRADEGOODSERV,EXP,MLN_USD,A,2020,448200.091,
CHE,TRADEGOODSERV,EXP,MLN_USD,A,2021,504417.718,
TUR,TRADEGOODSERV,EXP,MLN_USD,A,2017,234186.746,
TUR,TRADEGOODSERV,EXP,MLN_USD,A,2018,254827.225,
TUR,TRADEGOODSERV,EXP,MLN_USD,A,2019,266450.325,
TUR,TRADEGOODSERV,EXP,MLN_USD,A,2020,227026.899,
TUR,TRADEGOODSERV,EXP,MLN_USD,A,2021,283494.904,P
GBR,TRADEGOODSERV,EXP,MLN_USD,A,2017,877555.053,
GBR,TRADEGOODSERV,EXP,MLN_USD,A,2018,901922.583,
GBR,TRADEGOODSERV,EXP,MLN_USD,A,2019,932213.351,
GBR,TRADEGOODSERV,EXP,MLN_USD,A,2020,802302.072,
GBR,TRADEGOODSERV,EXP,MLN_USD,A,2021,793283.232,
USA,TRADEGOODSERV,EXP,MLN_USD,A,2017,2370733.452,
USA,TRADEGOODSERV,EXP,MLN_USD,A,2018,2437377.218,
USA,TRADEGOODSERV,EXP,MLN_USD,A,2019,2435788.304,
USA,TRADEGOODSERV,EXP,MLN_USD,A,2020,2105426.848,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2017,74613.962,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2018,74981.965,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2019,81723.552,
ARG,TRADEGOODSERV,EXP,MLN_USD,A,2020,67239.025,
BRA,TRADEGOODSERV,EXP,MLN_USD,A,2017,246006.366,
BRA,TRADEGOODSERV,EXP,MLN_USD,A,2018,255977.21,
BRA,TRADEGOODSERV,EXP,MLN_USD,A,2019,249420.556,
CHL,TRADEGOODSERV,EXP,MLN_USD,A,2017,70922.345,
CHL,TRADEGOODSERV,EXP,MLN_USD,A,2018,74657.484,
CHL,TRADEGOODSERV,EXP,MLN_USD,A,2019,72710.617,
CHL,TRADEGOODSERV,EXP,MLN_USD,A,2020,71970.239,
COL,TRADEGOODSERV,EXP,MLN_USD,A,2017,47012.254,
COL,TRADEGOODSERV,EXP,MLN_USD,A,2018,47314.237,
COL,TRADEGOODSERV,EXP,MLN_USD,A,2019,48767.254,P
COL,TRADEGOODSERV,EXP,MLN_USD,A,2020,39836.815,E
EST,TRADEGOODSERV,EXP,MLN_USD,A,2017,19478.21,
EST,TRADEGOODSERV,EXP,MLN_USD,A,2018,20234.197,
EST,TRADEGOODSERV,EXP,MLN_USD,A,2019,21545.45,
EST,TRADEGOODSERV,EXP,MLN_USD,A,2020,20472.944,
EST,TRADEGOODSERV,EXP,MLN_USD,A,2021,24533.041,
IDN,TRADEGOODSERV,EXP,MLN_USD,A,2017,195071.579,
IDN,TRADEGOODSERV,EXP,MLN_USD,A,2018,207778.83,
IDN,TRADEGOODSERV,EXP,MLN_USD,A,2019,206787.676,
IDN,TRADEGOODSERV,EXP,MLN_USD,A,2020,189956.054,P
IDN,TRADEGOODSERV,EXP,MLN_USD,A,2021,235613.062,P
ISR,TRADEGOODSERV,EXP,MLN_USD,A,2017,101455.688,
ISR,TRADEGOODSERV,EXP,MLN_USD,A,2018,106617.642,
ISR,TRADEGOODSERV,EXP,MLN_USD,A,2019,110794.516,
ISR,TRADEGOODSERV,EXP,MLN_USD,A,2020,108697.464,
ISR,TRADEGOODSERV,EXP,MLN_USD,A,2021,123438.688,
LVA,TRADEGOODSERV,EXP,MLN_USD,A,2017,18163.049,
LVA,TRADEGOODSERV,EXP,MLN_USD,A,2018,18973.818,
LVA,TRADEGOODSERV,EXP,MLN_USD,A,2019,19370.652,
LVA,TRADEGOODSERV,EXP,MLN_USD,A,2020,18953.538,
LVA,TRADEGOODSERV,EXP,MLN_USD,A,2021,20124.318,
LTU,TRADEGOODSERV,EXP,MLN_USD,A,2017,33945.709,
LTU,TRADEGOODSERV,EXP,MLN_USD,A,2018,36256.039,
LTU,TRADEGOODSERV,EXP,MLN_USD,A,2019,39855.474,
LTU,TRADEGOODSERV,EXP,MLN_USD,A,2020,40028.463,
LTU,TRADEGOODSERV,EXP,MLN_USD,A,2021,45672.695,
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2017,424010.361,
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2018,447560.373,
RUS,TRADEGOODSERV,EXP,MLN_USD,A,2019,450765.86,
SVN,TRADEGOODSERV,EXP,MLN_USD,A,2017,39215.5,
SVN,TRADEGOODSERV,EXP,MLN_USD,A,2018,41629.426,
SVN,TRADEGOODSERV,EXP,MLN_USD,A,2019,43509.755,
SVN,TRADEGOODSERV,EXP,MLN_USD,A,2020,39740.635,
SVN,TRADEGOODSERV,EXP,MLN_USD,A,2021,44985.222,
ZAF,TRADEGOODSERV,EXP,MLN_USD,A,2017,95347.117,
ZAF,TRADEGOODSERV,EXP,MLN_USD,A,2018,97862.014,
ZAF,TRADEGOODSERV,EXP,MLN_USD,A,2019,95404.657,
ZAF,TRADEGOODSERV,EXP,MLN_USD,A,2020,85597.41,
OECD,TRADEGOODSERV,EXP,MLN_USD,A,2017,13910145.21,
OECD,TRADEGOODSERV,EXP,MLN_USD,A,2018,14419969.47,P
OECD,TRADEGOODSERV,EXP,MLN_USD,A,2019,14666245.81,E
OECD,TRADEGOODSERV,EXP,MLN_USD,A,2020,13284052.55,E
OECDE,TRADEGOODSERV,EXP,MLN_USD,A,2017,8535656.806,
OECDE,TRADEGOODSERV,EXP,MLN_USD,A,2018,8853503.069,P
OECDE,TRADEGOODSERV,EXP,MLN_USD,A,2019,9100263.349,P
OECDE,TRADEGOODSERV,EXP,MLN_USD,A,2020,8293740.762,P
EA19,TRADEGOODSERV,EXP,MLN_USD,A,2017,5844580.612,
EA19,TRADEGOODSERV,EXP,MLN_USD,A,2018,6056283.167,
EA19,TRADEGOODSERV,EXP,MLN_USD,A,2019,6217750.908,
EA19,TRADEGOODSERV,EXP,MLN_USD,A,2020,5654065.106,
EA19,TRADEGOODSERV,EXP,MLN_USD,A,2021,6269886,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2017,302089.243,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2018,302699.196,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2019,279492.138,
AUS,TRADEGOODSERV,IMP,MLN_USD,A,2020,271442.447,
AUT,TRADEGOODSERV,IMP,MLN_USD,A,2017,205818.68,
AUT,TRADEGOODSERV,IMP,MLN_USD,A,2018,216810.813,
AUT,TRADEGOODSERV,IMP,MLN_USD,A,2019,221101.477,
AUT,TRADEGOODSERV,IMP,MLN_USD,A,2020,200369.807,
AUT,TRADEGOODSERV,IMP,MLN_USD,A,2021,229395.729,
BEL,TRADEGOODSERV,IMP,MLN_USD,A,2017,399287.505,
BEL,TRADEGOODSERV,IMP,MLN_USD,A,2018,404786.695,
BEL,TRADEGOODSERV,IMP,MLN_USD,A,2019,411461.524,
BEL,TRADEGOODSERV,IMP,MLN_USD,A,2020,387002.978,P
BEL,TRADEGOODSERV,IMP,MLN_USD,A,2021,420211.808,P
CAN,TRADEGOODSERV,IMP,MLN_USD,A,2017,559114.254,
CAN,TRADEGOODSERV,IMP,MLN_USD,A,2018,577862.88,
CAN,TRADEGOODSERV,IMP,MLN_USD,A,2019,579926.118,
CAN,TRADEGOODSERV,IMP,MLN_USD,A,2020,516956.392,
CAN,TRADEGOODSERV,IMP,MLN_USD,A,2021,555314.49,
CZE,TRADEGOODSERV,IMP,MLN_USD,A,2017,153292.789,
CZE,TRADEGOODSERV,IMP,MLN_USD,A,2018,162158.484,
CZE,TRADEGOODSERV,IMP,MLN_USD,A,2019,164664.099,
CZE,TRADEGOODSERV,IMP,MLN_USD,A,2020,153370.192,
CZE,TRADEGOODSERV,IMP,MLN_USD,A,2021,171059.79,
DNK,TRADEGOODSERV,IMP,MLN_USD,A,2017,158963.184,
DNK,TRADEGOODSERV,IMP,MLN_USD,A,2018,167058.367,
DNK,TRADEGOODSERV,IMP,MLN_USD,A,2019,171996.795,
DNK,TRADEGOODSERV,IMP,MLN_USD,A,2020,164979.779,
DNK,TRADEGOODSERV,IMP,MLN_USD,A,2021,177995.425,
FIN,TRADEGOODSERV,IMP,MLN_USD,A,2017,93050.408,
FIN,TRADEGOODSERV,IMP,MLN_USD,A,2018,98382.727,
FIN,TRADEGOODSERV,IMP,MLN_USD,A,2019,100707.157,
FIN,TRADEGOODSERV,IMP,MLN_USD,A,2020,94016.794,
FIN,TRADEGOODSERV,IMP,MLN_USD,A,2021,99034.011,
FRA,TRADEGOODSERV,IMP,MLN_USD,A,2017,817388.014,
FRA,TRADEGOODSERV,IMP,MLN_USD,A,2018,842556.667,
FRA,TRADEGOODSERV,IMP,MLN_USD,A,2019,862308.897,P
FRA,TRADEGOODSERV,IMP,MLN_USD,A,2020,759989.529,P
FRA,TRADEGOODSERV,IMP,MLN_USD,A,2021,820772.872,
DEU,TRADEGOODSERV,IMP,MLN_USD,A,2017,1451765.408,
DEU,TRADEGOODSERV,IMP,MLN_USD,A,2018,1507881.852,P
DEU,TRADEGOODSERV,IMP,MLN_USD,A,2019,1551454.62,P
DEU,TRADEGOODSERV,IMP,MLN_USD,A,2020,1418227.585,P
DEU,TRADEGOODSERV,IMP,MLN_USD,A,2021,1549474.04,P
GRC,TRADEGOODSERV,IMP,MLN_USD,A,2017,71155.343,
GRC,TRADEGOODSERV,IMP,MLN_USD,A,2018,76918.531,
GRC,TRADEGOODSERV,IMP,MLN_USD,A,2019,79266.041,P
GRC,TRADEGOODSERV,IMP,MLN_USD,A,2020,73217.56,P
GRC,TRADEGOODSERV,IMP,MLN_USD,A,2021,84980.719,P
HUN,TRADEGOODSERV,IMP,MLN_USD,A,2017,112025.704,
HUN,TRADEGOODSERV,IMP,MLN_USD,A,2018,119826.619,
HUN,TRADEGOODSERV,IMP,MLN_USD,A,2019,129661.185,
HUN,TRADEGOODSERV,IMP,MLN_USD,A,2020,125143.122,P
HUN,TRADEGOODSERV,IMP,MLN_USD,A,2021,135455.022,P
ISL,TRADEGOODSERV,IMP,MLN_USD,A,2017,9915.492,
ISL,TRADEGOODSERV,IMP,MLN_USD,A,2018,10001.838,
ISL,TRADEGOODSERV,IMP,MLN_USD,A,2019,9158.714,
ISL,TRADEGOODSERV,IMP,MLN_USD,A,2020,7101.205,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2017,327117.263,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2018,337972.125,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2019,478750.735,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2020,443116.263,
IRL,TRADEGOODSERV,IMP,MLN_USD,A,2021,426799.574,
ITA,TRADEGOODSERV,IMP,MLN_USD,A,2017,540728.43,
ITA,TRADEGOODSERV,IMP,MLN_USD,A,2018,559319.539,
ITA,TRADEGOODSERV,IMP,MLN_USD,A,2019,555404.29,
ITA,TRADEGOODSERV,IMP,MLN_USD,A,2020,488141.069,
ITA,TRADEGOODSERV,IMP,MLN_USD,A,2021,559046.71,
JPN,TRADEGOODSERV,IMP,MLN_USD,A,2017,816405.431,
JPN,TRADEGOODSERV,IMP,MLN_USD,A,2018,847539.558,
JPN,TRADEGOODSERV,IMP,MLN_USD,A,2019,855915.849,
JPN,TRADEGOODSERV,IMP,MLN_USD,A,2020,794593.533,
KOR,TRADEGOODSERV,IMP,MLN_USD,A,2017,606647.229,
KOR,TRADEGOODSERV,IMP,MLN_USD,A,2018,617038.381,
KOR,TRADEGOODSERV,IMP,MLN_USD,A,2019,605256.896,
KOR,TRADEGOODSERV,IMP,MLN_USD,A,2020,585104.326,P
LUX,TRADEGOODSERV,IMP,MLN_USD,A,2017,100030.419,
LUX,TRADEGOODSERV,IMP,MLN_USD,A,2018,103254.778,
LUX,TRADEGOODSERV,IMP,MLN_USD,A,2019,110334.839,
LUX,TRADEGOODSERV,IMP,MLN_USD,A,2020,112084.522,
LUX,TRADEGOODSERV,IMP,MLN_USD,A,2021,123789.743,
MEX,TRADEGOODSERV,IMP,MLN_USD,A,2017,468741.679,
MEX,TRADEGOODSERV,IMP,MLN_USD,A,2018,498881.102,
MEX,TRADEGOODSERV,IMP,MLN_USD,A,2019,495248.297,P
MEX,TRADEGOODSERV,IMP,MLN_USD,A,2020,427226.091,P
NLD,TRADEGOODSERV,IMP,MLN_USD,A,2017,598921.272,
NLD,TRADEGOODSERV,IMP,MLN_USD,A,2018,627209.465,
NLD,TRADEGOODSERV,IMP,MLN_USD,A,2019,647488.252,
NLD,TRADEGOODSERV,IMP,MLN_USD,A,2020,611661.516,P
NLD,TRADEGOODSERV,IMP,MLN_USD,A,2021,644572.235,P
NZL,TRADEGOODSERV,IMP,MLN_USD,A,2017,54153.209,
NZL,TRADEGOODSERV,IMP,MLN_USD,A,2018,56286.214,P
NZL,TRADEGOODSERV,IMP,MLN_USD,A,2019,56869.013,E
NZL,TRADEGOODSERV,IMP,MLN_USD,A,2020,47821.566,E
NOR,TRADEGOODSERV,IMP,MLN_USD,A,2017,129368.854,
NOR,TRADEGOODSERV,IMP,MLN_USD,A,2018,131175.736,
NOR,TRADEGOODSERV,IMP,MLN_USD,A,2019,137869.918,
NOR,TRADEGOODSERV,IMP,MLN_USD,A,2020,121414.157,
NOR,TRADEGOODSERV,IMP,MLN_USD,A,2021,123854.459,
POL,TRADEGOODSERV,IMP,MLN_USD,A,2017,263204.404,
POL,TRADEGOODSERV,IMP,MLN_USD,A,2018,282812.575,
POL,TRADEGOODSERV,IMP,MLN_USD,A,2019,291431.224,
POL,TRADEGOODSERV,IMP,MLN_USD,A,2020,288072.423,
POL,TRADEGOODSERV,IMP,MLN_USD,A,2021,338337.18,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2017,90260.092,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2018,94745.047,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2019,99427.911,
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2020,87368.562,P
PRT,TRADEGOODSERV,IMP,MLN_USD,A,2021,98620.306,P
SVK,TRADEGOODSERV,IMP,MLN_USD,A,2017,85827.851,
SVK,TRADEGOODSERV,IMP,MLN_USD,A,2018,89987.004,
SVK,TRADEGOODSERV,IMP,MLN_USD,A,2019,91867.742,
SVK,TRADEGOODSERV,IMP,MLN_USD,A,2020,84295.403,
SVK,TRADEGOODSERV,IMP,MLN_USD,A,2021,93775.476,
ESP,TRADEGOODSERV,IMP,MLN_USD,A,2017,400858.131,
ESP,TRADEGOODSERV,IMP,MLN_USD,A,2018,416572.162,
ESP,TRADEGOODSERV,IMP,MLN_USD,A,2019,421568.299,P
ESP,TRADEGOODSERV,IMP,MLN_USD,A,2020,357511.682,P
ESP,TRADEGOODSERV,IMP,MLN_USD,A,2021,403362.302,P
SWE,TRADEGOODSERV,IMP,MLN_USD,A,2017,220816.141,
SWE,TRADEGOODSERV,IMP,MLN_USD,A,2018,229259.809,
SWE,TRADEGOODSERV,IMP,MLN_USD,A,2019,234140.873,
SWE,TRADEGOODSERV,IMP,MLN_USD,A,2020,221105.773,
SWE,TRADEGOODSERV,IMP,MLN_USD,A,2021,241984.294,
CHE,TRADEGOODSERV,IMP,MLN_USD,A,2017,371795.689,
CHE,TRADEGOODSERV,IMP,MLN_USD,A,2018,374265.96,
CHE,TRADEGOODSERV,IMP,MLN_USD,A,2019,373433.177,
CHE,TRADEGOODSERV,IMP,MLN_USD,A,2020,356490.079,
CHE,TRADEGOODSERV,IMP,MLN_USD,A,2021,375283.291,
TUR,TRADEGOODSERV,IMP,MLN_USD,A,2017,261557.876,
TUR,TRADEGOODSERV,IMP,MLN_USD,A,2018,245388.543,
TUR,TRADEGOODSERV,IMP,MLN_USD,A,2019,232176.372,
TUR,TRADEGOODSERV,IMP,MLN_USD,A,2020,249788.62,
TUR,TRADEGOODSERV,IMP,MLN_USD,A,2021,254750.962,P
GBR,TRADEGOODSERV,IMP,MLN_USD,A,2017,905178.218,
GBR,TRADEGOODSERV,IMP,MLN_USD,A,2018,932984.976,
GBR,TRADEGOODSERV,IMP,MLN_USD,A,2019,960288.873,
GBR,TRADEGOODSERV,IMP,MLN_USD,A,2020,807359.038,
GBR,TRADEGOODSERV,IMP,MLN_USD,A,2021,831461.696,
USA,TRADEGOODSERV,IMP,MLN_USD,A,2017,2961418.363,
USA,TRADEGOODSERV,IMP,MLN_USD,A,2018,3082815.491,
USA,TRADEGOODSERV,IMP,MLN_USD,A,2019,3118289.018,
USA,TRADEGOODSERV,IMP,MLN_USD,A,2020,2839772.436,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2017,92927.185,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2018,88724.367,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2019,71867.491,
ARG,TRADEGOODSERV,IMP,MLN_USD,A,2020,58833.229,
BRA,TRADEGOODSERV,IMP,MLN_USD,A,2017,242329.478,
BRA,TRADEGOODSERV,IMP,MLN_USD,A,2018,261092.514,
BRA,TRADEGOODSERV,IMP,MLN_USD,A,2019,264571.744,
CHL,TRADEGOODSERV,IMP,MLN_USD,A,2017,76142.957,
CHL,TRADEGOODSERV,IMP,MLN_USD,A,2018,82306.89,
CHL,TRADEGOODSERV,IMP,MLN_USD,A,2019,80336.437,
CHL,TRADEGOODSERV,IMP,MLN_USD,A,2020,70135.024,
COL,TRADEGOODSERV,IMP,MLN_USD,A,2017,64946.294,
COL,TRADEGOODSERV,IMP,MLN_USD,A,2018,68716.698,
COL,TRADEGOODSERV,IMP,MLN_USD,A,2019,73763.234,P
COL,TRADEGOODSERV,IMP,MLN_USD,A,2020,61003.198,E
EST,TRADEGOODSERV,IMP,MLN_USD,A,2017,18633.375,
EST,TRADEGOODSERV,IMP,MLN_USD,A,2018,19693.361,
EST,TRADEGOODSERV,IMP,MLN_USD,A,2019,20441.679,
EST,TRADEGOODSERV,IMP,MLN_USD,A,2020,20616.752,
EST,TRADEGOODSERV,IMP,MLN_USD,A,2021,24869.495,
IDN,TRADEGOODSERV,IMP,MLN_USD,A,2017,188645.33,
IDN,TRADEGOODSERV,IMP,MLN_USD,A,2018,211539.357,
